State,zipcode,Mean Income,Estimated Investments,Home_Value
MS,39654,"54,902.80",8869,"104,694"
MS,39656,"64,530.00",1067,"97,623"
MS,39657,"52,210.53",8421,"105,844"
MS,39661,"45,764.60",3257,"123,820"
MS,39662,"61,096.23",2415,"149,829"
MS,39663,"47,205.56",4778,"94,908"
MS,39664,"67,088.24",9718,"177,338"
MS,39665,"49,767.65",765,"117,639"
MS,39666,"64,377.91","27,340","122,912"
MS,39667,"48,319.30","21,184","135,633"
MS,39668,"45,083.33",1267,"157,949"
MS,39669,"52,143.02","15,826","103,064"
MS,39701,"53,310.84","52,235","88,254"
MS,39702,"50,420.55","15,890","162,187"
MS,39705,"73,838.16","79,179","212,518"
MS,39730,"48,568.43","23,300","131,582"
MS,39735,"54,220.13",10830,"142,733"
MS,39737,"51,810.00",1000,"152,696"
MS,39739,"41,405.61",13925,
MS,39740,"74,612.71","12,551","239,719"
MS,39741,"47,450.85",2814,"146,178"
MS,39743,"40,008.05",3563,"137,368"
MS,39744,"54,304.69","13,596","131,015"
MS,39745,"63,791.18",7588,"175,356"
MS,39746,"65,282.40","22,432","169,345"
MS,39747,"54,033.87",7871,"108,309"
MS,39750,"53,068.29",5691,"172,602"
MS,39751,"58,790.39",3192,"160,624"
MS,39752,"63,585.71",8667,"175,738"
MS,39755,"46,919.05",11905,"160,225"
MS,39756,"36,601.18",1176,"120,813"
MS,39759,"66,269.72","46,252","267,534"
MS,39766,"61,251.28",5231,"204,253"
MS,39767,"47,106.67",667,"139,402"
MS,39769,"62,190.67",10560,"193,217"
MS,39772,"39,116.18",1294,"112,133"
MS,39773,"55,405.09","63,698","136,497"
MS,39776,"48,933.33",29788,"169,263"
MS,99999,"90,146.75","98,440",
MT,00000,"84,682.13","87,034",
MT,59001,"85,828.95","63,974","404,740"
MT,59003,"54,634.15",7317,
MT,59006,"65,874.36",9333,"385,293"
MT,59008,"60,435.00",2200,"392,784"
MT,59011,"74,954.66","136,025","403,756"
MT,59014,"68,092.65","34,382","369,379"
MT,59015,"70,645.46",4727,"366,756"
MT,59016,"51,120.00",5120,
MT,59019,"92,279.23","40,406","420,312"
MT,59022,"39,954.02",92,
MT,59024,"64,452.94",7059,"388,223"
MT,59027,"72,440.00","78,364","707,126"
MT,59028,"97,976.47","361,176","507,381"
MT,59029,"68,994.12",10765,"366,526"
MT,59030,"63,549.30","34,366","712,079"
MT,59031,"47,784.62", -   ,
MT,59032,"50,438.46",27154,"340,945"
MT,59034,"64,809.94","32,508","201,490"
MT,59037,"84,403.19","35,000","460,696"
MT,59038,"72,476.00",37040,"325,209"
MT,59041,"83,873.27","57,525","491,445"
MT,59044,"78,128.00","45,163","372,074"
MT,59046,"64,358.33","164,167","257,112"
MT,59047,"86,912.40","112,185","522,291"
MT,59050,"41,988.46",5731,"188,664"
MT,59053,"58,573.33","224,800","265,208"
MT,59057,"93,020.59",13471,"584,090"
MT,59061,"105,041.67",127667,"473,954"
MT,59063,"89,937.27","30,873","456,568"
MT,59064,"74,470.00",2800,
MT,59065,"92,005.56","146,667","960,641"
MT,59068,"93,017.54","157,166","496,529"
MT,59069,"95,281.48",37037,"433,360"
MT,59070,"92,916.42","66,239","536,662"
MT,59072,"62,468.39","58,850","221,043"
MT,59074,"45,790.91",49182,"195,304"
MT,59075,"43,163.64", -   ,
MT,59079,"81,755.56","25,006","455,807"
MT,59086,"72,133.33","153,590","673,616"
MT,59087,"55,244.45",21556,"205,802"
MT,59088,"68,665.00",22367,"401,050"
MT,59089,"39,408.33", -   ,
MT,59101,"65,212.16","30,824","319,753"
MT,59102,"79,067.89","103,068","366,421"
MT,59105,"74,000.00","36,747","401,666"
MT,59106,"143,933.33","168,568","546,621"
MT,59201,"53,886.93","28,227","129,402"
MT,59212,"84,113.04",18783,
MT,59213,"56,495.00",19400,
MT,59215,"65,692.45",34113,"195,962"
MT,59218,"76,730.77",17231,"170,017"
MT,59221,"83,984.72",26583,"265,266"
MT,59222,"79,618.18",2182,"196,046"
MT,59223,"85,922.73",72727,"321,464"
MT,59225,"58,607.15",2286,"292,120"
MT,59226,"71,129.41",16941,
MT,59230,"71,526.43","102,916","201,916"
MT,59241,"58,793.34",14667,"178,355"
MT,59243,"72,770.59",23765,
MT,59247,"56,943.75",11250,"108,501"
MT,59248,"70,871.88","64,250","225,759"
MT,59254,"77,733.98","62,893","150,891"
MT,59255,"49,861.68",6393,
MT,59259,"71,964.71",12235,"170,625"
MT,59261,"50,723.81",25238,"195,649"
MT,59262,"86,823.33",26600,"264,359"
MT,59263,"82,009.09","53,182","166,755"
MT,59270,"85,871.15","88,303","248,728"
MT,59275,"68,093.34",55200,"155,037"
MT,59301,"68,623.09","48,966","221,049"
MT,59313,"74,828.07","53,754","171,764"
MT,59317,"67,476.92",30808,"222,762"
MT,59324,"73,644.74",26684,"140,902"
MT,59326,"47,541.67",8333,"114,911"
MT,59327,"65,978.23","43,097","212,076"
MT,59330,"67,114.84","33,830","183,117"
MT,59337,"60,819.44",14722,"226,448"
MT,59344,"63,550.00",8000,"172,228"
MT,59347,"55,350.00",8167,
MT,59349,"63,228.21",33333,"120,389"
MT,59353,"66,320.00",26950,"202,790"
MT,59401,"53,599.84","32,326","269,606"
MT,59404,"84,050.00","65,498","370,485"
MT,59405,"61,470.07","40,485","308,118"
MT,59412,"64,524.39","55,707","384,261"
MT,59414,"49,635.29",8824,"227,272"
MT,59416,"73,533.34",54000,"311,784"
MT,59417,"42,140.24",1315,"138,993"
MT,59420,"53,212.50","177,125",
MT,59421,"77,177.42","65,849","381,532"
MT,59422,"60,334.53","111,295","259,064"
MT,59425,"57,204.49","73,876","224,168"
MT,59427,"52,986.55","97,238","161,698"
MT,59430,"80,321.05",69789,"272,115"
MT,59433,"59,564.29","75,500","215,153"
MT,59436,"77,603.30","99,956","375,423"
MT,59442,"63,631.46","72,315","247,044"
MT,59443,"85,864.52",21871,"465,053"
MT,59444,"17,058.82",9529,
MT,59446,"71,659.09",22000,"216,681"
MT,59447,"69,720.00",84400,"340,458"
MT,59450,"71,876.47",33647,"316,251"
MT,59451,"72,150.00",11333,"390,311"
MT,59452,"61,266.67",51867,"293,995"
MT,59453,"54,253.85",27077,"260,543"
MT,59456,"26,843.75","163,000",
MT,59457,"72,924.27","75,227","267,799"
MT,59464,"63,010.72",16143,"378,422"
MT,59468,"79,896.67",31933,"438,348"
MT,59471,"64,391.67",21000,"287,669"
MT,59472,"67,482.76",14276,"263,183"
MT,59474,"62,588.81","69,231","179,182"
MT,59479,"63,869.23",30051,"243,651"
MT,59480,"55,028.57","107,714","344,398"
MT,59482,"60,813.33","87,533",
MT,59483,"47,361.29","100,129","461,740"
MT,59484,"45,800.00","144,667",
MT,59486,"46,760.00","136,373","258,725"
MT,59487,"67,593.44",17082,"380,349"
MT,59489,"50,755.56",22000,"286,056"
MT,59501,"63,164.03","51,257","224,202"
MT,59520,"62,643.48","91,739","228,911"
MT,59521,"53,363.16",168,
MT,59522,"57,024.62","114,800","195,337"
MT,59523,"62,606.06","82,162","214,721"
MT,59524,"38,600.00",1400,
MT,59525,"44,984.00","115,040","247,227"
MT,59526,"53,144.57",5022,"149,000"
MT,59528,"67,890.91",44909,
MT,59531,"62,869.23",38308,
MT,59538,"63,389.55","40,806","219,589"
MT,59540,"56,923.53",36235,"190,110"
MT,59542,"45,314.29",34000,
MT,59601,"82,811.69","87,094","419,244"
MT,59602,"82,157.44","53,608","506,464"
MT,59632,"63,039.58","22,229","332,511"
MT,59633,"91,100.00",53000,"502,296"
MT,59634,"130,927.37","91,404","615,993"
MT,59635,"70,177.18","23,365","413,136"
MT,59639,"57,242.42","45,788","365,497"
MT,59643,"59,754.17",21583,"440,445"
MT,59644,"76,536.21","35,198","419,881"
MT,59645,"64,229.73","41,270","310,779"
MT,59647,"59,575.00",1000,
MT,59648,"79,539.39","86,909","455,404"
MT,59701,"67,631.34","44,344","263,313"
MT,59711,"67,420.68","39,236","275,349"
MT,59714,"88,760.34","66,713","554,155"
MT,59715,"139,810.95","259,934","862,888"
MT,59718,"106,389.75","99,805","662,840"
MT,59720,"159,140.00","205,200","800,278"
MT,59721,"71,060.00",18600,"545,620"
MT,59722,"77,513.59","23,583","270,938"
MT,59725,"70,532.14","83,510","366,366"
MT,59729,"108,730.32","109,161","623,628"
MT,59730,"195,664.08","296,606","1,285,612"
MT,59731,"56,791.67",2333,"377,998"
MT,59739,"53,526.67",10000,"266,297"
MT,59741,"107,451.97","114,265","651,615"
MT,59749,"76,940.66","53,231","474,051"
MT,59750,"89,116.67",24667,"561,988"
MT,59752,"86,938.91","36,716","543,861"
MT,59754,"85,329.17","52,083","471,481"
MT,59758,"86,762.30","76,361","601,451"
MT,59759,"65,773.77","39,760","434,638"
MT,59761,"62,578.57",23286,"361,855"
MT,59762,"105,083.34",82000,"539,660"
MT,59801,"69,582.38","69,796","489,668"
MT,59802,"80,128.84","110,246","540,825"
MT,59803,"113,289.68","106,870","608,985"
MT,59804,"108,707.21","163,542","642,315"
MT,59808,"100,072.67","214,920","565,663"
MT,59820,"69,437.66","43,870","493,386"
MT,59821,"60,994.83",17069,"510,574"
MT,59823,"73,736.36","47,636","583,297"
MT,59824,"61,460.00",24486,"515,829"
MT,59825,"68,930.77","30,923","511,936"
MT,59826,"95,893.55","176,968","644,468"
MT,59827,"77,164.71",49765,"507,701"
MT,59828,"88,979.88","69,015","620,322"
MT,59829,"86,102.48","106,893","526,527"
MT,59831,"39,572.22",556,
MT,59832,"57,177.78",30556,"324,951"
MT,59833,"90,143.42","65,697","623,868"
MT,59834,"89,691.37","46,374","660,399"
MT,59837,"82,405.88",46000,"524,749"
MT,59840,"85,851.75","141,356","508,051"
MT,59843,"52,050.00",33429,"362,222"
MT,59844,"65,838.71",35548,"539,974"
MT,59845,"41,979.25",9321,"260,719"
MT,59846,"97,631.34","80,418","677,874"
MT,59847,"85,069.03","50,174","521,908"
MT,59853,"67,660.00",40250,"459,888"
MT,59854,"84,541.67","334,500","531,839"
MT,59858,"81,737.65","86,447","408,015"
MT,59859,"67,838.76","45,820","423,041"
MT,59860,"78,758.90","84,888","561,220"
MT,59864,"54,439.93","27,141","421,490"
MT,59865,"66,720.55","38,548","517,351"
MT,59866,"56,774.51",14118,"378,452"
MT,59868,"93,533.05","99,153","561,888"
MT,59870,"82,727.63","68,242","588,863"
MT,59871,"61,285.72",1571,"449,816"
MT,59872,"59,875.44","24,474","369,027"
MT,59873,"67,116.07","64,655","411,054"
MT,59874,"75,923.68","73,211","563,992"
MT,59875,"79,869.84","79,735","612,486"
MT,59901,"81,161.99","68,773","541,590"
MT,59910,"135,100.00","120,190","890,823"
MT,59911,"123,544.83","169,099","759,053"
MT,59912,"72,009.89","45,952","595,577"
MT,59914,"83,915.79",48211,"829,850"
MT,59915,"55,688.24",2824,"807,153"
MT,59917,"71,003.36","55,202","523,853"
MT,59920,"78,355.32","71,660","660,027"
MT,59922,"114,545.58","186,027","796,328"
MT,59923,"62,079.86","51,190","346,804"
MT,59925,"76,229.89","65,954","672,354"
MT,59926,"59,095.65",3217,"491,560"
MT,59930,"72,196.43",28000,"498,884"
MT,59931,"169,406.67","263,733","1,109,433"
MT,59932,"97,488.37","136,860","702,523"
MT,59935,"60,403.70","46,951","418,547"
MT,59937,"165,093.84","311,623","867,202"
MT,99999,"100,331.22","134,464",
NC,00000,"85,692.63","72,507",
NC,27006,"123,351.25","172,776","386,563"
NC,27007,"64,882.61",14913,"245,341"
NC,27009,"93,258.27","52,374","297,902"
NC,27011,"59,518.18","23,992","221,241"
NC,27012,"103,257.05","107,375","372,968"
NC,27013,"64,486.79","22,036","277,215"
NC,27016,"59,714.08",19211,"200,099"
NC,27017,"61,357.38","19,093","226,774"
NC,27018,"74,367.42","62,861","250,557"
NC,27019,"65,114.97","38,064","244,150"
NC,27020,"62,443.17","21,292","230,282"
NC,27021,"66,351.43","31,006","257,778"
NC,27022,"58,493.33",10800,"220,472"
NC,27023,"137,112.90","193,416","377,798"
NC,27024,"58,894.00",10620,"183,965"
NC,27025,"63,771.99","29,539","205,661"
NC,27027,"52,149.72","12,525","146,983"
NC,27028,"69,289.23","41,781","254,230"
NC,27030,"64,679.16","56,418","192,036"
NC,27040,"94,911.29","83,284","321,081"
NC,27041,"73,794.38","72,787","248,581"
NC,27042,"57,950.00",7667,
NC,27043,"66,717.20","38,208","253,448"
NC,27045,"64,725.05","28,389","259,171"
NC,27046,"57,105.88",8424,"201,210"
NC,27047,"64,225.00",26000,
NC,27048,"61,352.96","32,710","192,442"
NC,27050,"73,550.26","39,606","251,409"
NC,27051,"58,954.96","25,056","247,085"
NC,27052,"60,284.73","21,965","215,697"
NC,27053,"62,363.70","33,096","220,291"
NC,27054,"57,473.81","17,587","262,901"
NC,27055,"66,081.44","37,139","234,827"
NC,27101,"65,514.88","72,339","205,126"
NC,27103,"67,211.12","57,492","271,258"
NC,27104,"151,556.93","409,258","354,028"
NC,27105,"37,636.61","9,269","154,915"
NC,27106,"109,870.71","165,128","314,844"
NC,27107,"56,272.87","19,822","228,724"
NC,27127,"55,646.12","23,179","249,447"
NC,27203,"45,077.63","24,516","193,002"
NC,27205,"72,987.48","65,455","265,973"
NC,27207,"70,385.89","21,620","304,983"
NC,27208,"60,364.56",8101,"261,271"
NC,27209,"53,447.19",9371,"166,442"
NC,27212,"57,530.77",30062,"197,141"
NC,27214,"73,762.20","27,172","292,915"
NC,27215,"81,746.80","92,118","284,603"
NC,27217,"48,783.11","13,652","212,712"
NC,27229,"42,868.21",5676,"147,621"
NC,27231,"79,975.76","38,444","371,286"
NC,27233,"67,726.58","30,354","273,169"
NC,27235,"113,923.96","172,576","396,735"
NC,27239,"69,278.02","40,158","239,026"
NC,27242,"52,044.74",11947,"182,435"
NC,27243,"90,016.89","79,262","376,792"
NC,27244,"90,624.25","75,549","300,493"
NC,27248,"60,353.16","15,516","231,099"
NC,27249,"73,452.69","32,025","271,403"
NC,27252,"72,932.00","28,587","273,563"
NC,27253,"63,377.32","25,914","289,900"
NC,27258,"67,552.51","21,330","305,546"
NC,27260,"38,061.55","31,762","129,449"
NC,27262,"91,860.99","130,916","197,980"
NC,27263,"53,941.15","22,663","213,998"
NC,27265,"76,770.23","48,606","292,408"
NC,27278,"119,799.14","143,000","457,778"
NC,27281,"85,940.41","66,425","364,703"
NC,27282,"88,616.28","70,938","323,348"
NC,27283,"70,875.48","30,800","248,635"
NC,27284,"80,693.06","47,257","309,658"
NC,27288,"50,590.24","28,420","140,950"
NC,27291,"65,234.38","34,625","293,982"
NC,27292,"60,546.45","35,488","229,150"
NC,27295,"67,476.02","27,305","268,407"
NC,27298,"64,359.27","27,862","260,025"
NC,27299,"57,600.88","9,851","232,817"
NC,27301,"64,859.84","21,939","277,772"
NC,27302,"76,117.70","32,217","345,789"
NC,27305,"47,246.55",7207,"150,534"
NC,27306,"69,664.24","60,750","249,644"
NC,27310,"168,204.63","136,995","550,728"
NC,27311,"49,737.68",9667,"151,358"
NC,27312,"125,552.59","187,627","544,632"
NC,27313,"74,421.23","35,988","293,765"
NC,27314,"67,867.35",8245,"260,585"
NC,27315,"61,768.67","35,133","198,532"
NC,27316,"51,243.43","9,017","221,718"
NC,27317,"61,488.57","30,109","255,337"
NC,27320,"57,351.80","30,404","194,141"
NC,27325,"50,000.78","9,008","157,824"
NC,27326,"57,139.13","34,087","189,684"
NC,27330,"75,328.95","70,487","276,474"
NC,27332,"65,419.92","24,634","293,770"
NC,27341,"52,498.70","13,939","220,752"
NC,27343,"87,493.42","86,895","509,904"
NC,27344,"57,319.79","34,297","249,550"
NC,27349,"65,020.00","22,140","294,621"
NC,27350,"62,029.12","15,579","269,265"
NC,27355,"54,413.91",8139,"266,876"
NC,27356,"52,144.17",6100,"162,714"
NC,27357,"92,021.33","44,315","361,498"
NC,27358,"163,649.71","159,425","481,711"
NC,27360,"56,215.54","22,880","223,116"
NC,27370,"73,666.76","27,548","270,258"
NC,27371,"65,816.94","37,935","201,308"
NC,27376,"96,262.89","103,867","414,766"
NC,27377,"71,064.83","23,559","310,054"
NC,27379,"54,364.74","19,884","160,227"
NC,27401,"59,747.99","57,155","174,824"
NC,27403,"76,658.22","82,166","226,222"
NC,27405,"42,314.86","13,295","206,288"
NC,27406,"50,864.30","17,988","214,926"
NC,27407,"71,584.56","79,771","235,819"
NC,27408,"207,011.83","393,405","340,631"
NC,27409,"60,827.07","23,565","206,552"
NC,27410,"101,145.41","145,892","355,079"
NC,27455,"114,616.28","124,619","355,473"
NC,27501,"70,667.79","21,057","331,847"
NC,27502,"137,045.98","73,076","574,630"
NC,27503,"106,549.14","86,034","463,958"
NC,27504,"68,996.76","24,780","307,038"
NC,27505,"60,465.33","19,424","275,052"
NC,27507,"69,237.97",16430,"247,472"
NC,27508,"53,767.07",20537,"235,854"
NC,27509,"49,007.57","17,438","271,430"
NC,27510,"76,745.49","75,156","429,921"
NC,27511,"123,006.72","150,277","491,365"
NC,27513,"149,652.43","224,989","566,544"
NC,27514,"176,035.57","356,944","653,104"
NC,27516,"145,827.07","201,776","600,789"
NC,27517,"194,555.87","448,823","640,940"
NC,27518,"175,904.26","238,080","726,956"
NC,27519,"167,411.44","136,139","712,592"
NC,27520,"72,085.78","18,354","331,739"
NC,27521,"57,820.85","10,481","241,855"
NC,27522,"76,728.88","25,232","338,518"
NC,27523,"157,766.07","131,703","743,917"
NC,27524,"65,943.16","25,018","287,957"
NC,27525,"70,102.39","18,593","353,134"
NC,27526,"99,155.09","45,280","450,765"
NC,27527,"96,257.44","36,715","394,912"
NC,27529,"76,657.45","28,941","381,929"
NC,27530,"56,691.07","25,267","168,697"
NC,27534,"65,315.75","47,674","210,130"
NC,27536,"45,229.59","37,087","117,660"
NC,27537,"54,465.15","19,714","239,121"
NC,27539,"140,894.27","87,604","621,396"
NC,27540,"130,196.10","58,216","578,450"
NC,27541,"81,468.39","62,352","325,185"
NC,27542,"63,278.22","22,049","249,723"
NC,27544,"61,578.57","23,560","238,282"
NC,27545,"69,427.00","16,970","368,939"
NC,27546,"64,468.86","23,552","293,676"
NC,27549,"63,396.51","27,668","295,631"
NC,27551,"71,756.98","47,256","324,140"
NC,27553,"54,176.92",14681,"240,894"
NC,27557,"58,986.39","9,885","254,448"
NC,27559,"83,219.17","42,717","420,027"
NC,27560,"112,714.06","56,760","518,903"
NC,27562,"153,519.49","67,415","677,420"
NC,27563,"43,948.92",7989,"149,945"
NC,27565,"61,991.76","56,299","245,839"
NC,27569,"64,341.34","11,251","265,256"
NC,27571,"110,889.56","39,811","517,406"
NC,27572,"83,512.00","60,886","352,281"
NC,27573,"50,858.18","33,752","177,465"
NC,27574,"62,262.37","27,933","222,999"
NC,27576,"56,216.32","16,486","260,672"
NC,27577,"68,918.70","46,903","287,461"
NC,27581,"69,215.73","16,180","315,811"
NC,27583,"69,092.11","22,665","302,411"
NC,27587,"129,026.52","80,945","518,050"
NC,27589,"45,293.58","13,142","153,690"
NC,27591,"80,245.63","26,605","371,560"
NC,27592,"82,437.39","26,122","399,088"
NC,27596,"84,945.44","31,021","411,997"
NC,27597,"72,479.38","24,105","340,348"
NC,27601,"101,870.49","67,686","502,523"
NC,27603,"88,592.40","40,747","412,928"
NC,27604,"73,902.66","31,851","348,745"
NC,27605,"180,030.00","241,053","437,409"
NC,27606,"87,412.72","66,600","433,941"
NC,27607,"161,231.03","210,006","690,489"
NC,27608,"356,070.49","800,707","975,069"
NC,27609,"169,197.07","286,384","544,310"
NC,27610,"51,748.92","9,441","323,219"
NC,27612,"130,688.85","162,615","564,170"
NC,27613,"149,584.28","118,756","581,300"
NC,27614,"204,961.32","235,017","667,205"
NC,27615,"143,502.48","209,047","530,172"
NC,27616,"70,374.70","13,845","368,432"
NC,27617,"108,709.34","71,119","452,905"
NC,27701,"87,923.68","92,347","417,280"
NC,27703,"79,265.04","40,242","395,268"
NC,27704,"52,346.14","11,979","316,315"
NC,27705,"119,579.33","169,021","457,280"
NC,27707,"103,942.50","141,838","411,285"
NC,27712,"109,575.14","91,610","419,717"
NC,27713,"101,049.04","73,302","430,246"
NC,27801,"37,905.06","7,278","121,238"
NC,27803,"65,676.19","57,954","203,096"
NC,27804,"67,980.88","90,639","225,408"
NC,27805,"45,712.12",3045,"83,066"
NC,27806,"61,857.30","35,708","135,815"
NC,27807,"62,059.13","17,814","262,373"
NC,27808,"99,868.75","105,821","364,686"
NC,27809,"71,275.85","49,681","215,835"
NC,27810,"61,414.84","40,916","240,051"
NC,27812,"55,706.19","27,711","142,161"
NC,27814,"70,830.56","47,389","212,826"
NC,27816,"51,475.42",7780,"215,150"
NC,27817,"74,380.17","68,939","318,449"
NC,27818,"49,600.00",5000,
NC,27820,"53,947.17",7849,"111,463"
NC,27821,"36,369.23", -   ,
NC,27822,"68,514.58","45,198","218,135"
NC,27823,"45,187.18","12,879","59,587"
NC,27824,"48,095.35",7814,"149,174"
NC,27826,"53,068.00",1120,"169,193"
NC,27828,"64,447.98","52,636","198,184"
NC,27829,"55,540.85",10732,"180,943"
NC,27830,"59,344.15","20,681","160,914"
NC,27831,"40,436.52",3739,"83,294"
NC,27832,"44,908.04",6607,"122,831"
NC,27834,"56,530.47","29,291","207,004"
NC,27837,"80,624.54","40,762","296,977"
NC,27839,"50,472.57",11947,"81,249"
NC,27840,"45,015.79",2211,"88,570"
NC,27842,"106,357.75","107,972","676,363"
NC,27843,"49,271.80",3026,"92,162"
NC,27844,"40,847.12",3038,"65,576"
NC,27845,"57,232.81",15125,"95,277"
NC,27846,"55,134.65",13748,"117,825"
NC,27847,"36,977.42",65,"48,287"
NC,27849,"40,503.70",185,"45,664"
NC,27850,"111,439.04","94,610","224,770"
NC,27851,"55,464.35","10,983","195,281"
NC,27852,"65,236.21","18,914","158,123"
NC,27853,"55,883.33",1111,"107,427"
NC,27855,"51,890.24","16,917","113,172"
NC,27856,"66,687.83","34,099","248,392"
NC,27857,"50,334.69",11347,"104,356"
NC,27858,"85,407.03","87,680","259,748"
NC,27860,"61,650.63","28,658","142,570"
NC,27862,"62,596.43",8429,"132,864"
NC,27863,"60,773.95","11,119","233,628"
NC,27864,"51,935.14","19,038","140,146"
NC,27865,"57,286.59",12585,
