State,zipcode,Mean Income,Estimated Investments,Home_Value
TX,77072,"35,085.85","7,823","207,687"
TX,77073,"46,475.21","6,948","236,443"
TX,77074,"40,778.61","20,590","218,278"
TX,77075,"45,825.69","4,782","253,586"
TX,77076,"37,922.89","4,117","196,073"
TX,77077,"114,182.91","135,183","387,549"
TX,77078,"34,201.59",1224,"174,544"
TX,77079,"207,035.97","285,937","680,523"
TX,77080,"70,694.12","39,807","348,443"
TX,77081,"43,343.55","23,325","236,677"
TX,77082,"76,862.74","81,564","259,804"
TX,77083,"44,625.40","9,925","266,016"
TX,77084,"58,742.06","18,015","271,909"
TX,77085,"40,911.25","2,750","229,057"
TX,77086,"39,999.26","5,090","222,756"
TX,77087,"40,440.63","4,249","185,327"
TX,77088,"41,168.81","9,903","216,049"
TX,77089,"63,232.39","16,724","268,019"
TX,77090,"40,638.10","15,245","251,338"
TX,77091,"46,752.13","10,151","263,058"
TX,77092,"59,351.90","26,037","274,436"
TX,77093,"34,905.94","1,386","168,465"
TX,77094,"209,102.17","334,020","552,226"
TX,77095,"87,662.92","46,973","331,922"
TX,77096,"117,629.66","138,032","422,340"
TX,77098,"303,794.31","660,924","696,132"
TX,77099,"37,451.24","9,225","220,584"
TX,77301,"48,719.03","30,153","238,615"
TX,77302,"78,875.33","31,190","315,522"
TX,77303,"63,808.25","15,676","271,761"
TX,77304,"98,062.47","71,178","329,594"
TX,77306,"46,474.86","4,588","225,707"
TX,77316,"152,529.61","120,216","433,103"
TX,77318,"103,850.83","85,440","328,576"
TX,77320,"60,319.54","28,013","236,685"
TX,77327,"56,205.87","11,704","211,487"
TX,77328,"62,023.84","16,129","249,904"
TX,77331,"86,560.56","68,528","239,328"
TX,77335,"53,506.98",10581,"135,145"
TX,77336,"97,773.27","73,580","282,144"
TX,77338,"47,171.01","11,682","233,362"
TX,77339,"98,690.85","118,262","295,140"
TX,77340,"68,602.02","47,504","269,302"
TX,77345,"168,482.92","214,977","406,239"
TX,77346,"97,724.27","42,742","312,378"
TX,77351,"66,046.94","48,044","184,111"
TX,77354,"116,155.50","70,027","396,945"
TX,77355,"116,718.84","95,044","376,871"
TX,77356,"147,436.61","212,424","364,211"
TX,77357,"64,289.89","17,352","268,665"
TX,77358,"85,665.35","66,118","342,588"
TX,77359,"67,760.00",5429,"197,311"
TX,77360,"59,935.51","36,286","170,967"
TX,77362,"115,419.07","57,973","394,765"
TX,77363,"60,569.15","24,447","304,770"
TX,77364,"66,485.35","32,828","215,130"
TX,77365,"80,427.03","35,163","304,077"
TX,77371,"55,785.27","8,740","174,459"
TX,77372,"62,558.90","9,364","238,887"
TX,77373,"57,715.70","12,855","247,936"
TX,77375,"103,764.50","63,004","347,103"
TX,77377,"135,230.37","83,164","401,836"
TX,77378,"72,159.64","25,216","237,530"
TX,77379,"118,614.34","117,542","362,131"
TX,77380,"194,464.34","409,520","382,875"
TX,77381,"226,554.84","453,784","538,915"
TX,77382,"245,114.15","398,016","572,976"
TX,77384,"126,534.74","128,785","427,774"
TX,77385,"94,839.65","31,745","340,991"
TX,77386,"144,220.40","77,770","363,608"
TX,77388,"78,535.12","35,918","300,190"
TX,77389,"170,995.49","176,754","497,227"
TX,77396,"68,605.03","22,232","259,720"
TX,77401,"448,831.89","866,132","1,095,759"
TX,77406,"130,133.34","85,897","422,625"
TX,77407,"87,838.24","27,533","387,883"
TX,77414,"66,191.03","36,874","198,563"
TX,77417,"58,387.04",10259,"260,972"
TX,77418,"114,471.31","137,338","382,755"
TX,77420,"62,740.17","18,239","186,572"
TX,77422,"72,702.50","33,939","224,661"
TX,77423,"79,228.97","31,583","369,797"
TX,77426,"118,012.71","176,390","588,085"
TX,77429,"119,543.99","90,617","379,097"
TX,77430,"91,071.56","36,936","338,742"
TX,77433,"126,182.61","66,408","429,535"
TX,77434,"52,457.14","25,478","144,744"
TX,77435,"85,148.11","49,818","302,073"
TX,77437,"71,982.34","63,067","195,739"
TX,77441,"186,838.51","149,940","556,439"
TX,77442,"63,226.09","48,522","224,977"
TX,77444,"65,088.37",8000,"256,063"
TX,77445,"72,435.56","47,498","253,311"
TX,77447,"85,691.96","37,393","309,013"
TX,77449,"52,038.76","7,525","278,130"
TX,77450,"119,829.77","116,693","381,847"
TX,77451,"37,272.73", -   ,"160,101"
TX,77455,"73,414.44","24,844","258,807"
TX,77459,"126,760.81","93,254","398,117"
TX,77461,"77,888.93","30,089","325,262"
TX,77465,"65,821.63","30,721","172,308"
TX,77468,"62,740.00", -   ,
TX,77469,"82,361.31","39,391","342,159"
TX,77471,"55,354.47","15,819","275,533"
TX,77474,"74,644.23","54,363","337,213"
TX,77477,"56,367.41","21,663","286,792"
TX,77478,"152,809.25","243,318","427,427"
TX,77479,"209,901.46","288,291","539,516"
TX,77480,"73,278.26","36,969","228,634"
TX,77482,"73,645.37","20,593","225,901"
TX,77484,"79,188.72","41,329","372,015"
TX,77485,"64,349.71","18,877","285,536"
TX,77486,"79,081.72","31,657","250,685"
TX,77488,"57,691.24","42,212","183,677"
TX,77489,"47,826.82","8,357","236,101"
TX,77493,"93,383.07","34,403","354,628"
TX,77494,"149,620.43","107,068","499,317"
TX,77498,"80,413.64","53,583","328,842"
TX,77502,"43,898.81","8,747","208,758"
TX,77503,"48,130.06","8,037","207,540"
TX,77504,"52,340.39","19,468","265,031"
TX,77505,"84,810.59","38,682","311,662"
TX,77506,"37,609.67","2,711","163,488"
TX,77510,"87,711.08","33,301","312,930"
TX,77511,"67,675.77","21,711","285,762"
TX,77514,"76,250.20","26,237","255,463"
TX,77515,"74,243.87","27,350","232,364"
TX,77517,"92,794.92","35,058","362,139"
TX,77518,"55,385.96","22,461","203,824"
TX,77519,"61,908.51",1489,"173,579"
TX,77520,"50,351.12","24,712","169,482"
TX,77521,"64,076.40","33,301","253,732"
TX,77523,"106,837.44","44,381","363,835"
TX,77530,"47,282.48","4,889","210,943"
TX,77531,"60,405.73","16,646","211,776"
TX,77532,"76,842.28","29,992","269,309"
TX,77534,"92,772.46","23,609","260,098"
TX,77535,"71,883.77","18,446","315,772"
TX,77536,"80,445.41","26,242","273,850"
TX,77538,"78,602.78",22389,
TX,77539,"72,847.92","32,149","279,341"
TX,77541,"55,230.01","14,256","191,692"
TX,77545,"55,039.80","7,959","284,943"
TX,77546,"147,171.54","126,141","387,211"
TX,77547,"43,482.92",2688,"156,084"
TX,77550,"78,697.81","92,881","300,035"
TX,77551,"67,791.71","60,259","258,963"
TX,77554,"174,448.46","338,960","547,050"
TX,77560,"67,670.83",24417,"227,302"
TX,77562,"60,551.99","25,044","218,179"
TX,77563,"79,884.91","39,233","243,310"
TX,77564,"64,988.16",9237,"212,696"
TX,77565,"150,567.11","188,132","365,216"
TX,77566,"113,466.07","96,110","264,034"
TX,77568,"61,001.81","16,181","241,294"
TX,77571,"73,122.02","22,822","252,214"
TX,77573,"113,893.96","67,749","378,733"
TX,77575,"71,152.30","55,049","215,721"
TX,77577,"73,407.25",7565,"238,407"
TX,77578,"114,285.17","39,946","435,347"
TX,77581,"103,290.87","57,236","366,794"
TX,77583,"76,170.02","12,936","324,468"
TX,77584,"107,889.20","46,325","381,358"
TX,77585,"67,619.45",6278,"138,181"
TX,77586,"133,010.30","167,733","342,879"
TX,77587,"40,204.68",2772,"192,277"
TX,77590,"58,385.22","18,925","180,672"
TX,77591,"52,678.66","10,549","224,892"
TX,77597,"94,668.18",8636,"315,972"
TX,77598,"55,416.49","18,375","256,971"
TX,77611,"85,461.66","22,236","197,132"
TX,77612,"71,146.34","14,236","203,844"
TX,77616,"61,334.04",6340,
TX,77619,"65,135.15","20,569","163,304"
TX,77622,"82,812.00",24613,"237,810"
TX,77624,"60,152.94",7941,
TX,77625,"73,213.00","37,285","198,272"
TX,77627,"93,127.80","59,710","196,711"
TX,77630,"71,901.14","27,854","135,135"
TX,77632,"79,341.99","30,370","211,690"
TX,77640,"46,704.92","7,645","106,546"
TX,77642,"45,926.63","11,166","108,678"
TX,77651,"102,331.55","81,366","220,136"
TX,77655,"69,569.23",615,
TX,77656,"64,989.90","26,684","161,964"
TX,77657,"96,553.21","42,273","265,038"
TX,77659,"97,880.08","60,365","255,343"
TX,77660,"58,422.39",5075,
TX,77662,"64,843.74","16,211","163,896"
TX,77664,"67,127.64",16033,"192,625"
TX,77665,"74,991.19","29,453","237,965"
TX,77701,"41,596.22","4,765","85,740"
TX,77702,"71,350.42","54,588","126,691"
TX,77703,"31,943.49","5,932","73,133"
TX,77705,"60,500.57","18,334","115,709"
TX,77706,"128,467.55","191,723","218,433"
TX,77707,"72,381.40","49,592","162,918"
TX,77708,"48,016.79","18,779","152,238"
TX,77713,"91,479.49","43,701","232,695"
TX,77801,"39,005.78","12,740","213,128"
TX,77802,"83,894.27","92,744","273,250"
TX,77803,"40,833.64","6,665","196,697"
TX,77807,"80,243.21","71,796","288,035"
TX,77808,"101,851.12","68,074","408,002"
TX,77830,"100,421.95","55,207","515,911"
TX,77831,"67,947.77","28,433","296,753"
TX,77833,"84,797.69","110,214","323,291"
TX,77835,"123,723.48","174,591","547,053"
TX,77836,"80,957.12","44,733","281,727"
TX,77837,"47,661.91","40,159","156,468"
TX,77840,"45,991.00","27,272","279,236"
TX,77845,"122,098.71","130,422","360,045"
TX,77853,"65,937.26",31216,"321,707"
TX,77856,"78,526.81","41,243","313,036"
TX,77857,"121,204.76",45810,"323,570"
TX,77859,"66,504.46","31,624","162,153"
TX,77861,"96,799.33","75,267","485,881"
TX,77864,"63,503.77","34,197","240,037"
TX,77865,"68,887.95","31,952","368,102"
TX,77868,"65,349.17","46,334","254,040"
TX,77871,"92,582.18","156,000","293,902"
TX,77872,"68,909.28","27,155","350,334"
TX,77873,"122,867.14","53,029","386,366"
TX,77879,"62,027.24","34,593","187,852"
TX,77880,"101,078.41","141,523","496,202"
TX,77901,"48,163.53","24,600","143,713"
TX,77904,"110,551.66","90,772","271,093"
TX,77905,"83,508.68","42,823","251,979"
TX,77954,"99,095.95","115,189","194,263"
TX,77957,"73,187.73","47,184","190,353"
TX,77962,"69,973.13","36,175","202,851"
TX,77963,"80,333.60","55,603","226,504"
TX,77964,"80,434.30","92,153","342,716"
TX,77968,"109,841.94","46,477","355,691"
TX,77971,"63,866.67",10359,
TX,77974,"87,978.26",35826,"314,108"
TX,77975,"93,510.98","47,585","225,932"
TX,77979,"66,483.40","30,335","176,660"
TX,77983,"72,359.34",12330,"179,436"
TX,77984,"122,022.02","102,844","290,251"
TX,77990,"65,693.33",3133,"128,217"
TX,77994,"170,420.00","146,800",
TX,77995,"75,144.24","50,922","190,140"
TX,78002,"47,548.14",4165,"266,088"
TX,78003,"84,566.67","67,249","345,732"
TX,78004,"144,374.08","102,889","670,432"
TX,78005,"70,088.37",11023,"299,092"
TX,78006,"176,277.42","308,792","584,658"
TX,78008,"134,450.00",27667,
TX,78009,"89,553.25","46,420","455,110"
TX,78010,"71,908.55","124,829","395,199"
TX,78011,"67,294.44",20067,
TX,78012,"58,165.00", -   ,
TX,78013,"103,253.47","155,924","505,744"
TX,78014,"72,241.05","29,726","153,896"
TX,78015,"179,366.27","190,139","589,255"
TX,78016,"65,452.49","14,726","229,363"
TX,78017,"59,874.38",10475,"101,157"
TX,78022,"88,507.18","56,124","172,755"
TX,78023,"126,585.59","87,113","440,671"
TX,78024,"131,893.06","377,833","593,627"
TX,78025,"82,962.20","102,268","353,162"
TX,78026,"72,264.26","44,527","223,903"
TX,78027,"177,288.00","187,440",
TX,78028,"91,067.64","156,997","340,398"
TX,78039,"68,967.78",14956,"208,124"
TX,78040,"28,919.46","5,625","126,492"
TX,78041,"65,863.89","57,976","232,771"
TX,78043,"40,987.25","21,672","179,424"
TX,78045,"74,875.68","48,867","274,539"
TX,78046,"36,304.03","1,397","187,454"
TX,78052,"65,120.87","10,997","271,521"
TX,78055,"96,353.75","149,125","404,736"
TX,78056,"120,646.40","47,200","579,609"
TX,78057,"68,839.66",10759,"238,900"
TX,78058,"81,412.16","77,135","469,370"
TX,78059,"59,144.85","8,426","305,194"
TX,78061,"50,129.85","19,704","121,805"
TX,78063,"78,188.75","72,357","340,348"
TX,78064,"74,060.80","35,734","252,226"
TX,78065,"51,481.56","8,581","228,477"
TX,78066,"101,560.00",50000,"441,345"
TX,78067,"44,182.76",1517,
TX,78069,"51,339.55",3149,"212,830"
TX,78070,"134,567.52","137,067","582,976"
TX,78071,"85,060.14","41,007","166,660"
TX,78072,"175,160.72","95,214",
TX,78073,"47,146.79","4,551","240,838"
TX,78076,"38,739.96","9,748","132,823"
TX,78101,"89,009.58","47,363","427,899"
TX,78102,"56,590.23","23,941","146,324"
TX,78108,"81,316.74","18,648","331,977"
TX,78109,"55,640.54","4,757","252,655"
TX,78112,"49,042.44",3382,"225,361"
TX,78113,"145,142.02","89,983","366,127"
TX,78114,"84,351.63","24,163","355,353"
TX,78116,"445,346.67","230,267",
TX,78117,"257,100.00","122,276",
TX,78118,"155,395.24","94,021","143,833"
TX,78119,"84,453.62","28,329","135,058"
TX,78121,"104,994.65","32,005","492,739"
TX,78122,"60,942.11",4316,
TX,78123,"109,644.35","186,261","450,770"
TX,78124,"80,571.63","44,948","363,187"
TX,78130,"81,387.94","44,122","315,917"
TX,78132,"149,397.26","140,708","579,709"
TX,78133,"97,890.06","99,556","399,135"
TX,78140,"62,188.67",13240,"142,979"
TX,78141,"99,806.67",23267,"178,450"
TX,78148,"64,541.12","29,440","268,862"
TX,78151,"145,232.14","92,643","111,302"
TX,78152,"80,206.02","14,488","281,641"
TX,78154,"80,166.25","32,140","314,144"
TX,78155,"71,072.40","38,457","277,799"
TX,78159,"96,611.91",36095,"169,412"
TX,78160,"79,566.18","24,304","313,506"
TX,78161,"65,861.54",2564,"264,204"
TX,78163,"123,792.21","78,508","461,094"
TX,78164,"232,065.06","148,096","166,720"
TX,78201,"44,396.65","12,388","174,784"
TX,78202,"45,505.92","13,877","158,157"
TX,78203,"40,651.93",1305,"161,441"
TX,78204,"68,131.34","61,605","166,733"
TX,78205,"236,861.80","1,158,517","619,012"
TX,78207,"32,148.18","2,101","108,733"
TX,78208,"45,823.90",9535,"175,958"
TX,78209,"229,782.24","666,834","476,227"
TX,78210,"49,295.99","17,851","162,657"
TX,78211,"34,558.32","1,854","128,165"
TX,78212,"172,891.72","370,932","275,236"
TX,78213,"62,527.64","40,118","203,631"
TX,78214,"36,406.49","2,188","134,915"
TX,78215,"140,513.39","268,286","415,117"
TX,78216,"108,733.74","199,149","290,369"
TX,78217,"58,188.53","45,385","233,116"
TX,78218,"53,698.14","34,865","200,410"
TX,78219,"39,481.57","4,644","171,192"
TX,78220,"38,643.09","10,231","152,308"
TX,78221,"42,539.53","2,914","169,740"
TX,78222,"48,193.36","7,103","217,345"
TX,78223,"45,429.21","5,235","188,526"
TX,78224,"41,808.86","2,356","196,421"
TX,78225,"37,482.96",2213,"133,992"
TX,78226,"35,689.05",693,"136,770"
TX,78227,"38,136.68","5,854","163,456"
TX,78228,"40,654.51","6,836","174,168"
TX,78229,"56,795.76","39,176","200,579"
TX,78230,"108,002.32","164,614","357,423"
TX,78231,"228,683.78","713,171","450,535"
TX,78232,"119,257.53","148,523","381,512"
TX,78233,"53,149.04","10,438","232,476"
TX,78234,"56,071.51",10602,
TX,78235,"47,683.56",384,
TX,78236,"52,770.53",6358,
TX,78237,"32,878.11",1267,"122,355"
TX,78238,"45,614.21","10,096","223,309"
TX,78239,"57,588.94","38,247","223,846"
TX,78240,"62,503.93","22,096","266,960"
TX,78242,"36,535.53",1146,"158,284"
TX,78244,"48,487.85","4,968","220,081"
TX,78245,"58,008.44","8,307","259,168"
TX,78247,"68,648.62","17,789","284,410"
TX,78248,"188,294.67","224,790","501,342"
TX,78249,"75,293.46","43,518","306,237"
TX,78250,"59,095.16","8,909","246,136"
TX,78251,"58,636.44","8,026","264,095"
TX,78252,"54,291.34","1,993","247,195"
TX,78253,"80,344.38","22,210","335,265"
TX,78254,"76,346.57","12,634","309,883"
TX,78255,"190,228.32","142,528","549,866"
TX,78256,"122,522.84","94,012","598,347"
TX,78257,"210,874.53","434,093","880,435"
TX,78258,"139,619.34","138,861","499,830"
TX,78259,"105,129.45","65,431","404,330"
TX,78260,"142,328.85","87,860","518,790"
TX,78261,"134,600.37","88,780","443,145"
TX,78263,"92,791.20","28,400","380,419"
TX,78264,"44,446.15","3,080","213,107"
TX,78266,"148,627.75","169,421","593,761"
TX,78330,"59,704.65",9628,
TX,78332,"48,207.86","14,423","114,842"
TX,78336,"61,176.92","29,580","223,107"
TX,78340,"70,783.34",1556,
TX,78343,"56,820.21","14,617","130,620"
TX,78344,"66,500.00", -   ,
TX,78349,"44,694.45",1444,
TX,78353,"39,671.43",143,
TX,78355,"39,263.91","9,835","61,523"
TX,78357,"53,676.52",7091,"80,487"
TX,78361,"48,485.57","13,851","73,361"
TX,78362,"60,922.65","16,116","213,119"
TX,78363,"54,570.27","19,143","136,005"
TX,78368,"56,337.24","17,099","104,856"
TX,78369,"106,914.29",43000,
TX,78370,"66,779.30","9,551","201,171"
TX,78372,"68,877.43","21,393","176,252"
TX,78373,"171,534.21","247,358","533,919"
TX,78374,"81,974.46","39,236","258,030"
TX,78375,"47,381.45",10306,
TX,78376,"36,118.18", -   ,
TX,78377,"61,898.03","28,855","137,780"
TX,78379,"92,154.55","82,156","230,803"
TX,78380,"67,143.15","22,019","149,066"
TX,78382,"95,322.20","116,175","325,938"
TX,78383,"96,723.49","44,663","200,670"
TX,78384,"42,537.00",2608,"68,663"
TX,78387,"58,479.33","11,553","149,203"
TX,78389,"60,948.75",5675,"146,773"
TX,78390,"58,378.99","31,824","130,120"
TX,78391,"48,161.54", -   ,
TX,78393,"61,563.11","46,485","126,354"
TX,78401,"129,287.80","333,626","94,212"
TX,78402,"86,066.67",55185,"114,392"
TX,78404,"82,720.97","62,829","146,030"
TX,78405,"33,201.37",1430,"80,564"
TX,78406,"36,682.61",174,
TX,78407,"37,353.23",387,"92,030"
TX,78408,"32,887.08",2799,"90,804"
TX,78409,"46,566.04",2113,"177,984"
TX,78410,"75,900.08","31,447","233,789"
TX,78411,"69,737.27","65,533","182,351"
TX,78412,"62,317.56","52,720","188,588"
TX,78413,"77,158.87","52,971","254,191"
TX,78414,"90,025.85","42,940","304,108"
TX,78415,"47,139.20","8,394","160,162"
TX,78416,"35,296.47",1997,"99,551"
TX,78417,"39,316.74",1158,"179,455"
TX,78418,"90,353.74","61,154","306,804"
TX,78501,"54,163.95","31,909","189,618"
TX,78503,"62,746.40","42,237","176,432"
TX,78504,"82,406.01","38,287","258,028"
TX,78516,"38,063.46","10,470","163,532"
TX,78520,"46,665.28","12,824","183,248"
TX,78521,"40,965.77","11,997","166,286"
TX,78526,"57,560.77","15,891","225,038"
TX,78536,"37,083.34", -   ,
TX,78537,"34,496.97","4,558","141,975"
TX,78538,"36,353.26",1981,"142,058"
TX,78539,"70,037.34","27,313","238,988"
TX,78541,"46,163.30","4,963","204,770"
TX,78542,"42,198.54","3,534","195,626"
TX,78550,"49,648.45","21,281","171,011"
TX,78552,"65,976.76","29,371","221,343"
TX,78557,"40,838.47","6,254","187,043"
TX,78559,"47,656.79","7,057","171,387"
TX,78560,"43,290.19",682,"155,234"
TX,78563,"84,875.00",49500,
TX,78566,"48,877.25","11,371","208,827"
TX,78569,"48,651.74",4209,"142,336"
TX,78570,"36,157.28","3,027","132,093"
TX,78572,"55,209.98","42,885","196,014"
TX,78573,"52,611.74","19,223","210,182"
TX,78574,"42,011.46","4,905","189,146"
TX,78575,"88,171.92","58,815","277,106"
TX,78576,"36,053.29",531,"154,240"
TX,78577,"41,655.35","8,518","162,684"
TX,78578,"64,881.64","60,071","259,527"
TX,78580,"41,393.20","5,864","97,508"
TX,78582,"39,630.74","2,424","130,066"
TX,78583,"48,347.21","9,985","195,978"
TX,78584,"34,031.98",2119,
TX,78586,"40,549.54","8,756","153,729"
TX,78588,"43,928.57",286,
TX,78589,"41,720.35","2,558","176,476"
TX,78591,"52,013.34",1067,
TX,78593,"38,467.70",274,"150,825"
TX,78595,"34,336.74",220,"125,681"
TX,78596,"50,654.58","16,843","165,929"
TX,78597,"126,362.60","269,710","416,530"
TX,78598,"66,450.00",41750,"259,347"
TX,78602,"89,435.08","41,683","358,338"
TX,78605,"99,159.82","53,595","418,095"
TX,78606,"118,549.72","175,764","533,194"
TX,78608,"91,200.00",40667,"545,045"
TX,78609,"80,793.94","83,232","359,468"
TX,78610,"95,333.84","36,306","389,021"
TX,78611,"102,080.67","97,380","397,048"
TX,78612,"68,217.53","21,103","429,746"
TX,78613,"127,897.88","68,209","480,962"
TX,78614,"79,500.00",34800,
TX,78615,"71,810.11","24,360","482,865"
TX,78616,"49,446.67","6,541","386,944"
TX,78617,"49,572.92","4,851","304,712"
TX,78618,"131,664.29","201,429",
TX,78619,"254,213.31","280,915","945,884"
TX,78620,"182,607.51","178,477","687,778"
TX,78621,"66,685.79","24,513","308,416"
TX,78623,"100,769.23","77,111","480,998"
TX,78624,"130,375.88","281,513","487,945"
TX,78626,"88,032.39","30,694","368,056"
TX,78628,"162,400.88","154,194","498,909"
TX,78629,"75,334.97","67,972","209,923"
TX,78631,"78,820.13","49,705","369,865"
TX,78632,"72,132.61",15739,"420,265"
TX,78633,"141,215.72","239,662","449,059"
TX,78634,"84,137.95","16,046","352,326"
TX,78636,"116,315.46","184,415","592,564"
TX,78638,"89,021.43","28,875","336,775"
TX,78639,"97,758.02","101,104","458,573"
TX,78640,"67,524.74","10,325","319,527"
TX,78641,"137,259.03","57,375","447,883"
TX,78642,"139,181.28","49,992","497,849"
TX,78643,"91,490.99","121,596","345,801"
TX,78644,"67,389.20","34,570","293,931"
TX,78645,"146,111.50","142,504","427,471"
TX,78648,"66,997.83","49,512","224,656"
TX,78650,"74,618.60","25,233","437,477"
TX,78652,"108,190.16","45,246","487,758"
TX,78653,"72,145.99","10,120","335,018"
TX,78654,"107,307.67","119,865","419,675"
TX,78655,"69,766.67","49,037","348,179"
TX,78656,"57,834.39",3005,"277,441"
TX,78657,"242,033.86","617,069","652,725"
TX,78659,"72,861.29","19,710","446,291"
TX,78660,"87,795.54","21,786","392,505"
TX,78662,"69,906.02","47,293","459,767"
TX,78663,"156,789.36","220,936","881,362"
TX,78664,"79,783.80","32,802","353,678"
TX,78665,"107,883.69","38,934","429,784"
TX,78666,"65,685.56","45,420","328,979"
TX,78669,"228,443.93","332,064","721,895"
TX,78671,"120,253.85","116,462","433,851"
TX,78672,"63,920.00",20578,"254,544"
TX,78676,"132,531.56","186,897","553,404"
TX,78681,"132,820.31","76,660","501,391"
TX,78701,"510,464.95","1,160,195","669,223"
TX,78702,"124,523.51","75,392","576,071"
TX,78703,"596,593.74","1,046,022","1,296,836"
TX,78704,"187,899.34","216,109","766,021"
TX,78705,"76,089.32","88,053","343,199"
TX,78717,"155,549.42","109,531","591,049"
TX,78719,"45,017.28",2543,"358,158"
TX,78721,"90,910.88","26,095","441,872"
TX,78722,"119,976.44","77,184","590,264"
TX,78723,"106,113.39","60,563","493,663"
TX,78724,"58,208.36","8,009","339,786"
TX,78725,"64,437.48","6,662","296,006"
TX,78726,"152,581.28","138,078","727,925"
TX,78727,"108,844.63","61,481","467,764"
TX,78728,"74,814.63","25,225","423,631"
TX,78729,"89,348.62","47,803","447,728"
TX,78730,"329,431.15","645,440","1,110,522"
TX,78731,"298,995.56","574,964","1,017,875"
TX,78732,"315,036.03","377,309","819,289"
TX,78733,"436,851.84","1,262,378","1,136,759"
TX,78734,"243,992.83","395,123","624,469"
TX,78735,"324,576.35","625,046","828,053"
TX,78736,"138,338.09","111,651","590,023"
TX,78737,"214,189.59","192,478","784,969"
TX,78738,"341,661.77","468,265","853,860"
TX,78739,"247,521.36","226,911","800,868"
TX,78741,"67,236.96","25,604","359,518"
TX,78742,"47,309.38",688,
TX,78744,"69,816.39","12,612","354,975"
TX,78745,"86,008.35","37,212","441,120"
TX,78746,"993,795.75","1,650,129","1,650,078"
TX,78747,"76,626.62","31,179","388,734"
TX,78748,"90,930.93","33,065","430,924"
TX,78749,"127,088.54","83,027","567,888"
TX,78750,"162,758.50","164,915","612,648"
TX,78751,"104,644.43","101,800","624,364"
TX,78752,"63,608.02","22,130","417,406"
TX,78753,"56,676.39","16,413","358,510"
TX,78754,"72,924.98","11,903","378,913"
TX,78756,"175,351.84","218,113","725,620"
TX,78757,"149,480.84","141,608","611,714"
TX,78758,"75,245.40","30,382","387,796"
TX,78759,"154,374.14","159,301","661,687"
TX,78801,"53,725.63","27,654","172,265"
TX,78827,"43,488.37",93,
TX,78828,"84,972.73",10364,
TX,78829,"40,787.50",900,
TX,78830,"56,466.67",6095,"71,735"
TX,78833,"52,557.89",18596,"162,301"
TX,78834,"55,639.80","28,605","119,408"
TX,78838,"106,876.67","87,467","474,875"
TX,78839,"41,174.66",2311,"76,394"
TX,78840,"54,736.19","26,862","207,760"
TX,78850,"82,001.89","53,849","268,648"
TX,78852,"45,492.91","6,392","222,821"
TX,78861,"71,044.14","50,128","245,432"
TX,78870,"57,779.49",29538,
TX,78873,"71,271.76","89,200","309,405"
TX,78877,"56,405.41",432,"217,826"
TX,78879,"105,250.00",88571,
TX,78880,"66,126.47","38,529",
TX,78881,"60,395.65","78,761","144,827"
TX,78883,"101,253.85",66615,
TX,78884,"108,588.14","129,864",
TX,78886,"59,096.16",2154,"214,121"
TX,78931,"90,500.00",90400,
TX,78932,"147,702.13","156,128","629,909"
TX,78933,"130,309.21","249,474","527,741"
TX,78934,"83,234.25","101,835","280,896"
TX,78935,"110,202.00","70,560","382,041"
TX,78938,"66,926.32",18947,
TX,78940,"111,289.32","183,165","578,227"
TX,78941,"83,064.97","100,981","430,295"
TX,78942,"70,221.44","73,865","296,472"
TX,78943,"37,366.67", -   ,"156,367"
TX,78944,"104,127.27","198,727",
TX,78945,"87,882.95","98,116","375,670"
TX,78946,"90,842.11","40,070","472,609"
TX,78947,"79,813.89","41,472","397,743"
TX,78948,"79,531.92",31915,"475,403"
TX,78949,"105,307.69","134,308",
TX,78950,"110,528.57","244,571","535,595"
TX,78953,"87,672.73",25236,"551,357"
TX,78954,"177,098.39","500,484","1,166,878"
TX,78956,"85,588.35","114,985","353,229"
TX,78957,"79,482.96","50,137","330,060"
TX,78959,"55,417.20",10903,"224,620"
TX,78962,"98,148.51","93,174","279,968"
TX,78963,"69,009.30",28837,
TX,79001,"71,591.67",1833,
TX,79005,"85,119.36","65,677","125,607"
TX,79007,"66,970.62","25,492","93,137"
TX,79009,"53,080.72",3639,
TX,79012,"107,240.63","65,813",
TX,79013,"45,865.69",190,
TX,79014,"96,328.08","177,205","153,242"
TX,79015,"93,317.88","61,058","280,300"
TX,79018,"61,444.45",1000,"153,601"
TX,79019,"79,492.41","46,886","193,936"
TX,79022,"94,012.85","87,271","180,119"
TX,79024,"73,969.23",2154,
TX,79027,"59,721.93","42,738","107,826"
TX,79029,"65,433.66","24,679","173,757"
TX,79031,"54,880.95",3190,"72,811"
TX,79034,"71,279.17",14833,"85,411"
TX,79035,"64,372.68","20,273","141,392"
TX,79036,"74,829.27","24,088","146,716"
TX,79039,"89,219.45",29000,"136,536"
TX,79040,"89,670.67","62,187","159,423"
TX,79041,"52,730.97",11133,"96,310"
TX,79042,"72,156.86",17333,"148,345"
TX,79043,"63,275.56",14000,
TX,79044,"59,590.00",1560,
TX,79045,"64,026.19","41,327","161,815"
TX,79046,"69,037.50",34625,
TX,79052,"65,500.00",20340,"109,907"
TX,79057,"63,102.33",33907,
TX,79059,"78,800.00",41939,
TX,79061,"72,271.43",16143,
TX,79062,"72,918.18",12909,
TX,79063,"91,491.43",56743,
TX,79064,"58,695.51",12989,"100,098"
TX,79065,"63,154.08","31,708","94,413"
